#词语 词类标记 词类名称 出现次数 频率 累积频率
只要 vu 能愿动词 1998 0.0209 54.129
发挥 v 动词 1996 0.0209 54.1499
形象 n 名词 1994 0.0209 54.1708
分布 v 动词 1991 0.0208 54.1916
身体 n 名词 1990 0.0208 54.2124
生命 n 名词 1984 0.0208 54.2332
生长 v 动词 1972 0.0206 54.2538
名 n 名词 1970 0.0206 54.2744
选择 v 动词 1970 0.0206 54.295
路 n 名词 1970 0.0206 54.3156
物 n 名词 1966 0.0206 54.3362
舞蹈 n 名词 1964 0.0206 54.3568
旧 a 形容词 1964 0.0206 54.3774
促进 v 动词 1964 0.0206 54.398
功能 n 名词 1958 0.0205 54.4185
妈妈 n 名词 1958 0.0205 54.439
跑 v 动词 1954 0.0204 54.4594
早 a 形容词 1954 0.0204 54.4798
物体 n 名词 1954 0.0204 54.5002
很多 a 形容词 1952 0.0204 54.5206
常常 d 副词 1944 0.0203 54.5409
力 n 名词 1942 0.0203 54.5612
怕 v 动词 1939 0.0203 54.5815
首先 d 副词 1937 0.0203 54.6018
米 q 量词 1933 0.0202 54.622
北京 ns 地名 1931 0.0202 54.6422
逐渐 d 副词 1931 0.0202 54.6624
无产阶级 n 名词 1929 0.0202 54.6826
新闻 n 名词 1929 0.0202 54.7028
人口 n 名词 1925 0.0201 54.7229
似乎 d 副词 1923 0.0201 54.743
概念 n 名词 1921 0.0201 54.7631
分之 u 助词 1920 0.0201 54.7832
代表 n 名词 1917 0.0201 54.8033
现代 nt 时间名词 1916 0.02 54.8433
只能 vu 能愿动词 1916 0.02 54.8233
统一 v 动词 1914 0.02 54.8633
未 d 副词 1912 0.02 54.8833
间 n 名词 1911 0.02 54.9033
太阳 n 名词 1903 0.0199 54.9232
帮助 v 动词 1896 0.0198 54.943
组织 v 动词 1894 0.0198 54.9628
迅速 a 形容词 1891 0.0198 54.9826
红 a 形容词 1887 0.0197 55.0023
光 n 名词 1886 0.0197 55.022
一部分 n 名词 1884 0.0197 55.0417
人家 r 代词 1883 0.0197 55.0614
特殊 a 形容词 1881 0.0197 55.0811
广大 a 形容词 1879 0.0197 55.1008
数 n 名词 1876 0.0196 55.1204
步 n 名词 1870 0.0196 55.14
式 k 后接成分 1865 0.0195 55.1595
线 n 名词 1864 0.0195 55.1985
解释 v 动词 1864 0.0195 55.179
效果 n 名词 1859 0.0195 55.218
刚 d 副词 1857 0.0194 55.2374
件 q 量词 1855 0.0194 55.2568
完全 a 形容词 1850 0.0194 55.2762
咱们 r 代词 1850 0.0194 55.2956
简单 a 形容词 1848 0.0193 55.3149
身上 nl 处所名词 1847 0.0193 55.3342
扩大 v 动词 1839 0.0192 55.3534
姑娘 n 名词 1834 0.0192 55.3726
会议 n 名词 1834 0.0192 55.3918
小 h 前接成分 1829 0.0191 55.4109
传统 n 名词 1823 0.0191 55.43
非 d 副词 1819 0.019 55.449
亦 d 副词 1814 0.019 55.468
句 n 名词 1813 0.019 55.487
行 v 动词 1812 0.019 55.506
现实 n 名词 1811 0.019 55.525
证明 v 动词 1810 0.0189 55.5439
保护 v 动词 1810 0.0189 55.5628
别人 r 代词 1807 0.0189 55.5817
离开 v 动词 1805 0.0189 55.6006
标准 n 名词 1802 0.0189 55.6195
表现 n 名词 1801 0.0188 55.6383
意见 n 名词 1799 0.0188 55.6759
保持 v 动词 1799 0.0188 55.6571
苏联 ns 地名 1798 0.0188 55.6947
正是 vl 联系动词 1797 0.0188 55.7135
别 d 副词 1795 0.0188 55.7323
教师 n 名词 1795 0.0188 55.7511
如此 r 代词 1791 0.0187 55.7698
远 a 形容词 1786 0.0187 55.7885
常 d 副词 1784 0.0187 55.8072
丰富 a 形容词 1781 0.0186 55.8258
道德 n 名词 1779 0.0186 55.8444
原子 n 名词 1778 0.0186 55.863
职工 n 名词 1778 0.0186 55.8816
啊 u 助词 1774 0.0186 55.9002
按照 p 介词 1773 0.0186 55.9188
减少 v 动词 1773 0.0186 55.9374
过去 vd 趋向动词 1772 0.0185 55.9744
除了 p 介词 1772 0.0185 55.9559
靠 v 动词 1771 0.0185 55.9929
生物 n 名词 1771 0.0185 56.0114
吸收 v 动词 1771 0.0185 56.0299
努力 v 动词 1763 0.0184 56.0483
意识 n 名词 1754 0.0184 56.0667
资源 n 名词 1752 0.0183 56.1033
仍然 d 副词 1752 0.0183 56.085
明显 a 形容词 1751 0.0183 56.1216
化学 n 名词 1749 0.0183 56.1399
座 q 量词 1748 0.0183 56.1582
战士 n 名词 1745 0.0183 56.1765
质 n 名词 1745 0.0183 56.1948
目标 n 名词 1742 0.0182 56.213
几乎 d 副词 1742 0.0182 56.2312
客观 a 形容词 1742 0.0182 56.2494
确定 v 动词 1739 0.0182 56.2676
该 vu 能愿动词 1738 0.0182 56.2858
平均 a 形容词 1735 0.0182 56.304
领导 v 动词 1734 0.0181 56.3221
花 n 名词 1733 0.0181 56.3583
脸 n 名词 1733 0.0181 56.3402
英国 ns 地名 1725 0.0181 56.3764
困难 n 名词 1722 0.018 56.3944
虽 c 连词 1720 0.018 56.4124
本身 n 名词 1720 0.018 56.4304
接受 v 动词 1716 0.018 56.4484
这次 r 代词 1710 0.0179 56.4663
高度 n 名词 1708 0.0179 56.5021
突然 d 副词 1708 0.0179 56.4842
动 v 动词 1706 0.0179 56.52
高兴 a 形容词 1703 0.0178 56.5556
帝国主义 n 名词 1703 0.0178 56.5378
不可 vu 能愿动词 1702 0.0178 56.5734
该 r 代词 1702 0.0178 56.5912
厂 n 名词 1700 0.0178 56.609
可是 d 副词 1699 0.0178 56.6268
手段 n 名词 1697 0.0178 56.6446
只有 d 副词 1695 0.0177 56.6623
得 v 动词 1692 0.0177 56.68
跟 c 连词 1687 0.0177 56.6977
各个 r 代词 1680 0.0176 56.7153
天 n 名词 1680 0.0176 56.7329
态度 n 名词 1678 0.0176 56.7505
不知 v 动词 1677 0.0175 56.768
理想 n 名词 1675 0.0175 56.7855
公司 n 名词 1673 0.0175 56.803
要求 n 名词 1673 0.0175 56.8205
计算 v 动词 1670 0.0175 56.838
观念 n 名词 1669 0.0175 56.8555
一天 nt 时间名词 1667 0.0174 56.8729
风 n 名词 1664 0.0174 56.8903
设备 n 名词 1663 0.0174 56.9077
下来 vd 趋向动词 1661 0.0174 56.9251
角 n 名词 1659 0.0174 56.9425
最大 a 形容词 1658 0.0174 56.9599
来 u 助词 1658 0.0174 56.9773
美 a 形容词 1656 0.0173 56.9946
回答 v 动词 1656 0.0173 57.0119
多 d 副词 1652 0.0173 57.0292
上面 nd 方位名词 1652 0.0173 57.0465
要 v 动词 1650 0.0173 57.0638
对 a 形容词 1648 0.0172 57.081
部队 n 名词 1647 0.0172 57.0982
穿 v 动词 1640 0.0172 57.1154
约 d 副词 1640 0.0172 57.1326
进 v 动词 1632 0.0171 57.1497
应用 v 动词 1628 0.017 57.1667
指导 v 动词 1627 0.017 57.1837
妇女 n 名词 1625 0.017 57.2347
考虑 v 动词 1625 0.017 57.2177
以为 v 动词 1625 0.017 57.2007
加以 v 动词 1623 0.017 57.2517
办 v 动词 1621 0.017 57.2687
独立 v 动词 1620 0.017 57.2857
面前 nd 方位名词 1620 0.017 57.3027
就要 vu 能愿动词 1614 0.0169 57.3196
介绍 v 动词 1612 0.0169 57.3365
家里 nl 处所名词 1603 0.0168 57.3533
说话 v 动词 1603 0.0168 57.3701
破坏 v 动词 1599 0.0167 57.3868
资料 n 名词 1598 0.0167 57.4035
省 n 名词 1598 0.0167 57.4202
统治 v 动词 1597 0.0167 57.4536
下 v 动词 1597 0.0167 57.4369
道 v 动词 1592 0.0167 57.4703
措施 n 名词 1591 0.0166 57.4869
分配 v 动词 1588 0.0166 57.5035
同样 a 形容词 1586 0.0166 57.5201
成立 v 动词 1586 0.0166 57.5367
训练 v 动词 1586 0.0166 57.5533
二十 m 数词 1581 0.0165 57.5698
竟 d 副词 1580 0.0165 57.5863
中央 n 名词 1578 0.0165 57.6028
重大 a 形容词 1576 0.0165 57.6193
气 n 名词 1575 0.0165 57.6358
清楚 a 形容词 1571 0.0164 57.6522
终于 d 副词 1570 0.0164 57.6686
数量 n 名词 1570 0.0164 57.685
商业 n 名词 1568 0.0164 57.7014
副 h 前接成分 1562 0.0163 57.7177
今年 nt 时间名词 1559 0.0163 57.734
过来 vd 趋向动词 1554 0.0163 57.7503
加 v 动词 1551 0.0162 57.7665
胜利 v 动词 1551 0.0162 57.7827
普遍 a 形容词 1550 0.0162 57.7989
重视 v 动词 1549 0.0162 57.8151
先进 a 形容词 1543 0.0161 57.8312
发 v 动词 1540 0.0161 57.8473
若 c 连词 1537 0.0161 57.8634
想到 v 动词 1535 0.0161 57.8795
改造 v 动词 1533 0.016 57.8955
仅 d 副词 1528 0.016 57.9115
平衡 a 形容词 1528 0.016 57.9275
讨论 v 动词 1526 0.016 57.9435
位置 n 名词 1526 0.016 57.9595
革命 n 名词 1524 0.0159 57.9754
希望 v 动词 1522 0.0159 58.0072
军事 n 名词 1522 0.0159 58.0231
及其 c 连词 1522 0.0159 57.9913
上述 v 动词 1520 0.0159 58.039
权利 n 名词 1520 0.0159 58.0549
自 p 介词 1518 0.0159 58.0708
老师 n 名词 1517 0.0159 58.0867
口 n 名词 1515 0.0159 58.1026
儿子 n 名词 1514 0.0158 58.1184
算 v 动词 1505 0.0157 58.1341
集体 n 名词 1505 0.0157 58.1498
经过 v 动词 1502 0.0157 58.1655
黑 a 形容词 1500 0.0157 58.1812
之中 nd 方位名词 1500 0.0157 58.1969
场 q 量词 1499 0.0157 58.2283
左右 n 名词 1499 0.0157 58.2126
一起 d 副词 1498 0.0157 58.244
喜欢 v 动词 1496 0.0157 58.2597
真 a 形容词 1496 0.0157 58.2754
巨大 a 形容词 1496 0.0157 58.2911
作出 v 动词 1495 0.0156 58.3067
根 n 名词 1493 0.0156 58.3223
长期 nt 时间名词 1491 0.0156 58.3379
号 n 名词 1490 0.0156 58.3535
发出 v 动词 1487 0.0156 58.3691
达 v 动词 1484 0.0155 58.3846
体系 n 名词 1483 0.0155 58.4001
还要 v 动词 1482 0.0155 58.4156
爸爸 n 名词 1479 0.0155 58.4311
宗教 n 名词 1477 0.0155 58.4466
在于 v 动词 1475 0.0154 58.462
鱼 n 名词 1471 0.0154 58.4774
拉 v 动词 1470 0.0154 58.4928
根本 d 副词 1470 0.0154 58.5082
县 n 名词 1469 0.0154 58.5236
错误 n 名词 1469 0.0154 58.539
调节 v 动词 1469 0.0154 58.5544
忽然 d 副词 1468 0.0154 58.5852
必要 a 形容词 1468 0.0154 58.5698
自然 n 名词 1467 0.0154 58.6006
比较 v 动词 1465 0.0153 58.6312
机关 n 名词 1465 0.0153 58.6159
每个 r 代词 1464 0.0153 58.6465
稳定 a 形容词 1463 0.0153 58.6618
本质 n 名词 1463 0.0153 58.6771
执行 v 动词 1461 0.0153 58.6924
据 p 介词 1459 0.0153 58.7077
以前 nt 时间名词 1454 0.0152 58.7229
大小 n 名词 1451 0.0152 58.7381
共同 a 形容词 1448 0.0152 58.7533
市 n 名词 1448 0.0152 58.7685
工具 n 名词 1448 0.0152 58.7837
下来 v 动词 1446 0.0151 58.7988
船 n 名词 1443 0.0151 58.8139
电流 n 名词 1440 0.0151 58.829
来到 v 动词 1438 0.015 58.844
行动 n 名词 1437 0.015 58.859
同时 n 名词 1436 0.015 58.874
山 n 名词 1434 0.015 58.889
广泛 a 形容词 1431 0.015 58.904
倍 n 名词 1430 0.015 58.919
她们 r 代词 1426 0.0149 58.9339
在 v 动词 1424 0.0149 58.9488
间 nd 方位名词 1424 0.0149 58.9637
面积 n 名词 1422 0.0149 58.9786
逐步 d 副词 1421 0.0149 58.9935
道路 n 名词 1417 0.0148 59.0083
祖国 n 名词 1415 0.0148 59.0231
随 p 介词 1415 0.0148 59.0379
转化 v 动词 1414 0.0148 59.0527
溶液 n 名词 1413 0.0148 59.0675
接着 v 动词 1412 0.0148 59.0823
送 v 动词 1412 0.0148 59.0971
其它 r 代词 1411 0.0148 59.1119
团 n 名词 1411 0.0148 59.1267
经 v 动词 1411 0.0148 59.1415
句 q 量词 1411 0.0148 59.1563
安排 v 动词 1410 0.0148 59.1711
更加 d 副词 1409 0.0147 59.1858
正常 a 形容词 1406 0.0147 59.2005
除 p 介词 1405 0.0147 59.2152
教学 v 动词 1403 0.0147 59.2299
前面 nd 方位名词 1396 0.0146 59.2445
检查 v 动词 1395 0.0146 59.2591
也许 d 副词 1394 0.0146 59.2737
不好 a 形容词 1394 0.0146 59.2883
深 a 形容词 1392 0.0146 59.3029
哲学 n 名词 1392 0.0146 59.3175
强调 v 动词 1392 0.0146 59.3321
国 n 名词 1390 0.0145 59.3466
超过 v 动词 1388 0.0145 59.3611
金属 n 名词 1387 0.0145 59.3756
是否 d 副词 1385 0.0145 59.4336
性格 n 名词 1385 0.0145 59.4191
不但 c 连词 1385 0.0145 59.3901
观众 n 名词 1385 0.0145 59.4046
文艺 n 名词 1384 0.0145 59.4481
化 k 后接成分 1382 0.0145 59.4626
九 m 数词 1380 0.0144 59.477
状况 n 名词 1377 0.0144 59.4914
提 v 动词 1375 0.0144 59.5202
生产力 n 名词 1375 0.0144 59.5058
土壤 n 名词 1373 0.0144 59.5346
伟大 a 形容词 1371 0.0143 59.5489
称 v 动词 1369 0.0143 59.5632
听到 v 动词 1368 0.0143 59.5775
热 a 形容词 1367 0.0143 59.5918
倒 v 动词 1367 0.0143 59.6061
中间 nd 方位名词 1366 0.0143 59.6204
朋友 n 名词 1365 0.0143 59.6347
认真 a 形容词 1363 0.0143 59.649
唱 v 动词 1362 0.0143 59.6633
法国 ns 地名 1361 0.0142 59.6775
基础上 nl 处所名词 1361 0.0142 59.6917
之 r 代词 1360 0.0142 59.7059
海洋 n 名词 1360 0.0142 59.7201
意思 n 名词 1358 0.0142 59.7343
必然 a 形容词 1357 0.0142 59.7485
著名 a 形容词 1356 0.0142 59.7627
人类 n 名词 1355 0.0142 59.7769
能量 n 名词 1354 0.0142 59.7911
支持 v 动词 1352 0.0141 59.8052
现代化 v 动词 1351 0.0141 59.8193
入 v 动词 1350 0.0141 59.8334
无论 c 连词 1349 0.0141 59.8616
转 v 动词 1349 0.0141 59.8757
下 vd 趋向动词 1349 0.0141 59.8475
之一 m 数词 1347 0.0141 59.8898
全 d 副词 1345 0.0141 59.9039
多少 m 数词 1344 0.0141 59.918
以来 nt 时间名词 1344 0.0141 59.9321
一起 n 名词 1342 0.014 59.9461
病 n 名词 1342 0.014 59.9601
开展 v 动词 1341 0.014 59.9741
曾经 d 副词 1339 0.014 59.9881
工厂 n 名词 1339 0.014 60.0021
找到 v 动词 1339 0.014 60.0161
比例 n 名词 1338 0.014 60.0301
机构 n 名词 1337 0.014 60.0441
举行 v 动词 1336 0.014 60.0581
分为 v 动词 1335 0.014 60.0721
形态 n 名词 1334 0.014 60.0861
白 a 形容词 1333 0.0139 60.1
这儿 r 代词 1327 0.0139 60.1139
马克思主义 n 名词 1326 0.0139 60.1417
取 v 动词 1326 0.0139 60.1278
带来 v 动词 1325 0.0139 60.1556
很快 a 形容词 1325 0.0139 60.1695
让 v 动词 1325 0.0139 60.1834
故 c 连词 1324 0.0139 60.1973
限制 v 动词 1323 0.0138 60.2111
作家 n 名词 1323 0.0138 60.2249
尤其 d 副词 1322 0.0138 60.2387
越来越 d 副词 1322 0.0138 60.2525
教授 n 名词 1321 0.0138 60.2663
汽车 n 名词 1321 0.0138 60.2801
某种 r 代词 1321 0.0138 60.2939
表明 v 动词 1320 0.0138 60.3077
反 v 动词 1320 0.0138 60.3215
点 q 量词 1318 0.0138 60.3353
哭 v 动词 1317 0.0138 60.3491
离 v 动词 1317 0.0138 60.3629
审美 v 动词 1315 0.0138 60.3767
个体 n 名词 1313 0.0137 60.3904
相信 v 动词 1312 0.0137 60.4041
领域 n 名词 1309 0.0137 60.4178
解放 v 动词 1308 0.0137 60.4315
其实 d 副词 1308 0.0137 60.4452
一致 a 形容词 1306 0.0137 60.4589
以下 nd 方位名词 1305 0.0137 60.4726
投资 v 动词 1305 0.0137 60.4863
去年 nt 时间名词 1304 0.0136 60.4999
里面 nd 方位名词 1303 0.0136 60.5407
表 n 名词 1303 0.0136 60.5271
立即 d 副词 1303 0.0136 60.5135
调整 v 动词 1303 0.0136 60.5543
卖 v 动词 1302 0.0136 60.5679
并不是 v 动词 1301 0.0136 60.5815
件 n 名词 1300 0.0136 60.5951
同学 n 名词 1296 0.0136 60.6087
短 a 形容词 1295 0.0136 60.6359
大学 n 名词 1295 0.0136 60.6223
女人 n 名词 1292 0.0135 60.6494
国民经济 n 名词 1291 0.0135 60.6629
组 n 名词 1290 0.0135 60.6764
即 v 动词 1290 0.0135 60.6899
留 v 动词 1289 0.0135 60.7034
晚上 nt 时间名词 1288 0.0135 60.7169
回到 v 动词 1288 0.0135 60.7304
重 a 形容词 1287 0.0135 60.7439
这位 r 代词 1286 0.0135 60.7574
气候 n 名词 1284 0.0134 60.7708
有效 a 形容词 1283 0.0134 60.7842
此外 c 连词 1283 0.0134 60.7976
故事 n 名词 1283 0.0134 60.811
类型 n 名词 1279 0.0134 60.8244
神 n 名词 1278 0.0134 60.8512
处于 v 动词 1278 0.0134 60.8378
李 nhf 人名-姓 1276 0.0134 60.878
三十 m 数词 1276 0.0134 60.8914
求 v 动词 1276 0.0134 60.8646
全面 a 形容词 1275 0.0133 60.9047
降低 v 动词 1273 0.0133 60.918
下面 nd 方位名词 1271 0.0133 60.9313
机会 n 名词 1267 0.0133 60.9446
符合 v 动词 1266 0.0132 60.9578
机器 n 名词 1266 0.0132 60.971
无法 d 副词 1264 0.0132 60.9842
调查 v 动词 1264 0.0132 60.9974
脚 n 名词 1263 0.0132 61.0106
劳动者 n 名词 1261 0.0132 61.0238
主体 n 名词 1260 0.0132 61.037
有点 d 副词 1260 0.0132 61.0502
真正 a 形容词 1259 0.0132 61.0634
气体 n 名词 1259 0.0132 61.0766
联系 v 动词 1257 0.0132 61.0898
欧洲 ns 地名 1253 0.0131 61.1029
书记 n 名词 1250 0.0131 61.116
王 nhf 人名-姓 1249 0.0131 61.1291
民主 a 形容词 1249 0.0131 61.1422
宣传 v 动词 1248 0.0131 61.1684
消费 v 动词 1248 0.0131 61.1553
多少 r 代词 1246 0.013 61.1944
发育 v 动词 1246 0.013 61.1814
车 n 名词 1243 0.013 61.2074
眼 n 名词 1243 0.013 61.2204
演员 n 名词 1242 0.013 61.2334
粮食 n 名词 1242 0.013 61.2464
制造 v 动词 1240 0.013 61.2724
通常 d 副词 1240 0.013 61.2594
一片 mq 数量 1238 0.013 61.2854
小时 nt 时间名词 1237 0.0129 61.3112
空间 n 名词 1237 0.0129 61.2983
期 nt 时间名词 1235 0.0129 61.3241
恢复 v 动词 1235 0.0129 61.337
马上 d 副词 1231 0.0129 61.3499
法 k 后接成分 1227 0.0128 61.3627
接 v 动词 1224 0.0128 61.3755
每天 nt 时间名词 1224 0.0128 61.3883
成分 n 名词 1222 0.0128 61.4139
有着 v 动词 1222 0.0128 61.4011
交换 v 动词 1219 0.0128 61.4267
马 n 名词 1217 0.0127 61.4394
设计 v 动词 1211 0.0127 61.4521
分别 d 副词 1210 0.0127 61.4648
支 q 量词 1209 0.0127 61.4775
回 v 动词 1209 0.0127 61.4902
体现 v 动词 1207 0.0126 61.5154
火 n 名词 1207 0.0126 61.5028
委员会 n 名词 1205 0.0126 61.528
品种 n 名词 1205 0.0126 61.5406
密切 a 形容词 1204 0.0126 61.5532
睡 v 动词 1202 0.0126 61.5658
加工 v 动词 1200 0.0126 61.5784
封建 n 名词 1198 0.0125 61.6034
成果 n 名词 1198 0.0125 61.6159
承认 v 动词 1198 0.0125 61.5909
不能 v 动词 1195 0.0125 61.6284
制定 v 动词 1192 0.0125 61.6409
哩 u 助词 1191 0.0125 61.6534
满足 v 动词 1190 0.0125 61.6659
衣服 n 名词 1188 0.0124 61.6783
树 n 名词 1185 0.0124 61.6907
成功 a 形容词 1185 0.0124 61.7031
周围 nd 方位名词 1183 0.0124 61.7155
那是 vl 联系动词 1182 0.0124 61.7279
主义 n 名词 1181 0.0124 61.7403
消灭 v 动词 1180 0.0123 61.7526
从事 v 动词 1179 0.0123 61.7649
适当 a 形容词 1178 0.0123 61.7772
信 n 名词 1176 0.0123 61.7895
好象 d 副词 1175 0.0123 61.8018
每年 nt 时间名词 1174 0.0123 61.8141
毛泽东 nh 人名 1174 0.0123 61.8264
古代 nt 时间名词 1174 0.0123 61.8387
正 a 形容词 1173 0.0123 61.851
千 m 数词 1172 0.0123 61.8633
地面 n 名词 1172 0.0123 61.8756
一边 d 副词 1171 0.0123 61.8879
西 nd 方位名词 1171 0.0123 61.9002
犯罪 v 动词 1170 0.0122 61.9124
联合 v 动词 1169 0.0122 61.9246
军队 n 名词 1168 0.0122 61.9368
看来 v 动词 1167 0.0122 61.949
教育 n 名词 1165 0.0122 61.9612
紧张 a 形容词 1163 0.0122 61.9856
忙 a 形容词 1163 0.0122 61.9734
铁 n 名词 1162 0.0122 61.9978
跳 v 动词 1161 0.0121 62.0099
军 n 名词 1160 0.0121 62.022
主任 n 名词 1159 0.0121 62.0341
要是 c 连词 1156 0.0121 62.0583
项目 n 名词 1156 0.0121 62.0462
长 v 动词 1155 0.0121 62.0704
机械 n 名词 1155 0.0121 62.0825
双 q 量词 1151 0.012 62.0945
深刻 a 形容词 1146 0.012 62.1065
来看 v 动词 1145 0.012 62.1185
同一 a 形容词 1144 0.012 62.1305
数 m 数词 1143 0.012 62.1425
意志 n 名词 1142 0.012 62.1545
长 n 名词 1142 0.012 62.1665
同 v 动词 1141 0.0119 62.1784
颗 q 量词 1141 0.0119 62.1903
合作 v 动词 1140 0.0119 62.2022
实际上 nl 处所名词 1140 0.0119 62.2141
传播 v 动词 1139 0.0119 62.226
多么 d 副词 1137 0.0119 62.2498
供应 v 动词 1137 0.0119 62.2379
喝 v 动词 1136 0.0119 62.2617
出发 v 动词 1135 0.0119 62.2855
不了 v 动词 1135 0.0119 62.2736
牛 n 名词 1132 0.0118 62.2973
强烈 a 形容词 1131 0.0118 62.3091
试验 v 动词 1131 0.0118 62.3209
战略 n 名词 1129 0.0118 62.3327
记者 n 名词 1128 0.0118 62.3445
战斗 v 动词 1127 0.0118 62.3563
老人 n 名词 1126 0.0118 62.3681
届 q 量词 1125 0.0118 62.3799
音 n 名词 1125 0.0118 62.3917
文字 n 名词 1122 0.0117 62.4034
场 n 名词 1120 0.0117 62.4151
别的 r 代词 1119 0.0117 62.4502
有利于 v 动词 1119 0.0117 62.4268
距离 n 名词 1119 0.0117 62.4385
成绩 n 名词 1119 0.0117 62.4619
喊 v 动词 1118 0.0117 62.4736
银行 n 名词 1117 0.0117 62.4853
进步 a 形容词 1117 0.0117 62.497
缺乏 v 动词 1116 0.0117 62.5087
共 d 副词 1116 0.0117 62.5204
愈 d 副词 1115 0.0117 62.5321
综合 v 动词 1114 0.0117 62.5438
发达 a 形容词 1113 0.0116 62.5554
层 n 名词 1112 0.0116 62.567
健康 a 形容词 1112 0.0116 62.5786
班 n 名词 1111 0.0116 62.5902
即使 c 连词 1109 0.0116 62.6018
批 q 量词 1106 0.0116 62.6134
同 c 连词 1106 0.0116 62.625
发表 v 动词 1105 0.0116 62.6366
为 v 动词 1105 0.0116 62.6482
吨 q 量词 1102 0.0115 62.6597
均 d 副词 1102 0.0115 62.6712
相当 d 副词 1101 0.0115 62.7172
工程 n 名词 1101 0.0115 62.7057
兴趣 n 名词 1101 0.0115 62.7287
元素 n 名词 1101 0.0115 62.6827
马克思 nh 人名 1101 0.0115 62.6942
作者 n 名词 1100 0.0115 62.7402
下去 v 动词 1099 0.0115 62.7517
亩 q 量词 1098 0.0115 62.7632
情感 n 名词 1098 0.0115 62.7747
颜色 n 名词 1097 0.0115 62.7977
重新 d 副词 1097 0.0115 62.7862
人才 n 名词 1096 0.0115 62.8092
失去 v 动词 1094 0.0114 62.8434
夜 nt 时间名词 1094 0.0114 62.8206
表演 v 动词 1094 0.0114 62.832
余 n 名词 1093 0.0114 62.8548
飞机 n 名词 1091 0.0114 62.8662
规模 n 名词 1091 0.0114 62.8776
东 nd 方位名词 1091 0.0114 62.889
种子 n 名词 1089 0.0114 62.9004
经常 d 副词 1089 0.0114 62.9118
抓 v 动词 1088 0.0114 62.9232
严格 a 形容词 1086 0.0114 62.9346
负责 v 动词 1085 0.0114 62.946
成本 n 名词 1084 0.0113 62.9573
样子 n 名词 1082 0.0113 62.9686
嘛 u 助词 1080 0.0113 62.9799
大气 n 名词 1076 0.0113 62.9912
走到 v 动词 1075 0.0112 63.0136
表达 v 动词 1075 0.0112 63.0248
需要 n 名词 1075 0.0112 63.0024
方针 n 名词 1074 0.0112 63.036
整体 n 名词 1074 0.0112 63.0472
前进 v 动词 1073 0.0112 63.0584
刺激 v 动词 1073 0.0112 63.0696
张 nhf 人名-姓 1072 0.0112 63.0808
外国 n 名词 1072 0.0112 63.092
生产资料 n 名词 1069 0.0112 63.1032
责任 n 名词 1069 0.0112 63.1144
断 v 动词 1069 0.0112 63.1256
仿佛 d 副词 1068 0.0112 63.1368
一阵 mq 数量 1067 0.0112 63.148
